folder,pass,date,detector_date,ncalls,qual,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE
M1-R2_ZC,SM6_0_20110718_050357_810.00#,20110717,SM6_20110717,1,0.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_050503_490.00#,20110717,SM6_20110717,27,0.223333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_050941_969.00#,20110717,SM6_20110717,11,0.433636364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_205147_856.00#,20110718,SM6_20110718,15,0.288,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_205634_000.00#,20110718,SM6_20110718,6,0.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_205746_558.00#,20110718,SM6_20110718,1,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_205821_889.00#,20110718,SM6_20110718,1,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_210249_900.00#,20110718,SM6_20110718,7,0.397142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_210518_220.00#,20110718,SM6_20110718,27,0.367037037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_211149_609.00#,20110718,SM6_20110718,2,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_211527_639.00#,20110718,SM6_20110718,17,0.334705882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_211838_275.00#,20110718,SM6_20110718,40,0.2705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_212629_371.00#,20110718,SM6_20110718,4,0.3475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_212833_900.00#,20110718,SM6_20110718,18,0.322222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_212850_994.00#,20110718,SM6_20110718,3,0.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_212955_678.00#,20110718,SM6_20110718,5,0.246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_213419_726.00#,20110718,SM6_20110718,7,0.308571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_214405_000.00#,20110718,SM6_20110718,2,0.335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_215546_088.00#,20110718,SM6_20110718,8,0.31125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M1-R2_ZC,SM6_0_20110718_215621_800.00#,20110718,SM6_20110718,10,0.248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_215907_600.00#,20110718,SM6_20110718,12,0.243333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_220110_834.00#,20110718,SM6_20110718,24,0.36375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_220242_700.00#,20110718,SM6_20110718,11,0.355454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_220701_888.00#,20110718,SM6_20110718,5,0.282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_222852_032.00#,20110718,SM6_20110718,29,0.245517241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_222926_826.00#,20110718,SM6_20110718,22,0.292727273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_223800_835.00#,20110718,SM6_20110718,22,0.303636364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M1-R2_ZC,SM6_0_20110718_224027_997.00#,20110718,SM6_20110718,5,0.368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_224418_918.00#,20110718,SM6_20110718,11,0.343636364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_224810_296.00#,20110718,SM6_20110718,21,0.316190476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_225159_681.00#,20110718,SM6_20110718,3,0.266666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_230102_472.00#,20110718,SM6_20110718,29,0.345172414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_231013_020.00#,20110718,SM6_20110718,15,0.360666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_232007_014.00#,20110718,SM6_20110718,3,0.416666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110718_233219_249.00#,20110718,SM6_20110718,13,0.397692308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110718_234423_312.00#,20110718,SM6_20110718,3,0.373333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110718_235602_816.00#,20110718,SM6_20110718,15,0.346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_000836_560.00#,20110718,SM6_20110718,16,0.290625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_002340_160.00#,20110718,SM6_20110718,29,0.272068966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_004413_151.00#,20110718,SM6_20110718,3,0.373333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_005520_625.00#,20110718,SM6_20110718,12,0.449166667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_011119_743.00#,20110718,SM6_20110718,6,0.301666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_011617_111.00#,20110718,SM6_20110718,1,0.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_011623_895.00#,20110718,SM6_20110718,2,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_011819_240.00#,20110718,SM6_20110718,5,0.246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_012726_403.00#,20110718,SM6_20110718,23,0.228695652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_012804_842.00#,20110718,SM6_20110718,12,0.379166667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_014814_308.00#,20110718,SM6_20110718,26,0.382692308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_015333_513.00#,20110718,SM6_20110718,2,0.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_022149_410.00#,20110718,SM6_20110718,27,0.24037037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_022529_784.00#,20110718,SM6_20110718,10,0.251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_025152_788.00#,20110718,SM6_20110718,29,0.298965517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_025614_264.00#,20110718,SM6_20110718,32,0.2659375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_030658_556.00#,20110718,SM6_20110718,31,0.294516129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_032052_984.00#,20110718,SM6_20110718,1,0.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_032433_914.00#,20110718,SM6_20110718,16,0.3625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_033243_835.00#,20110718,SM6_20110718,3,0.246666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_034112_940.00#,20110718,SM6_20110718,11,0.239090909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_034821_257.00#,20110718,SM6_20110718,5,0.286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_034831_200.00#,20110718,SM6_20110718,4,0.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_035208_030.00#,20110718,SM6_20110718,27,0.315925926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_041356_750.00#,20110718,SM6_20110718,14,0.345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_042347_220.00#,20110718,SM6_20110718,8,0.4075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_045723_860.00#,20110718,SM6_20110718,4,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110719_050037_944.00#,20110718,SM6_20110718,6,0.425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_210833_728.00#,20110719,SM6_20110719,1,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_211341_460.00#,20110719,SM6_20110719,15,0.374666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_212054_728.00#,20110719,SM6_20110719,2,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_212133_274.00#,20110719,SM6_20110719,10,0.329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_213145_130.00#,20110719,SM6_20110719,6,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_213654_205.00#,20110719,SM6_20110719,9,0.327777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M1-R2_ZC,SM6_0_20110719_213952_777.00#,20110719,SM6_20110719,20,0.3075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_214008_082.00#,20110719,SM6_20110719,44,0.380909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_214712_528.00#,20110719,SM6_20110719,31,0.252903226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_214731_263.00#,20110719,SM6_20110719,13,0.409230769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_221030_233.00#,20110719,SM6_20110719,29,0.273103448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_221243_800.00#,20110719,SM6_20110719,15,0.367333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_221253_000.00#,20110719,SM6_20110719,8,0.28125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_221335_411.00#,20110719,SM6_20110719,5,0.338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_221824_548.00#,20110719,SM6_20110719,18,0.294444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_222133_482.00#,20110719,SM6_20110719,27,0.322592593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_225212_555.00#,20110719,SM6_20110719,10,0.364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_225525_191.00#,20110719,SM6_20110719,25,0.246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_230914_748.00#,20110719,SM6_20110719,21,0.256666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110719_231245_818.00#,20110719,SM6_20110719,24,0.304583333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_232012_811.00#,20110719,SM6_20110719,32,0.263125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110719_232505_494.00#,20110719,SM6_20110719,4,0.4125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_001017_409.00#,20110719,SM6_20110719,14,0.334285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_001245_530.00#,20110719,SM6_20110719,28,0.409642857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_003019_190.00#,20110719,SM6_20110719,5,0.302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_004727_121.00#,20110719,SM6_20110719,12,0.251666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_015818_500.00#,20110719,SM6_20110719,8,0.3575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110720_021228_628.00#,20110719,SM6_20110719,9,0.322222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_032644_005.00#,20110719,SM6_20110719,4,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_033031_748.00#,20110719,SM6_20110719,20,0.2475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_034201_524.00#,20110719,SM6_20110719,28,0.213214286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110720_035248_278.00#,20110719,SM6_20110719,24,0.269583333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_035629_412.00#,20110719,SM6_20110719,11,0.296363636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_040126_934.00#,20110719,SM6_20110719,12,0.283333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_042037_637.00#,20110719,SM6_20110719,1,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_042556_084.00#,20110719,SM6_20110719,10,0.281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_042610_571.00#,20110719,SM6_20110719,10,0.278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_042629_332.00#,20110719,SM6_20110719,1,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_042647_268.00#,20110719,SM6_20110719,25,0.3728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_045011_612.00#,20110719,SM6_20110719,14,0.294285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_045127_149.00#,20110719,SM6_20110719,13,0.333076923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_050249_366.00#,20110719,SM6_20110719,15,0.254666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_213256_268.00#,20110720,SM6_20110720,5,0.34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_214458_740.00#,20110720,SM6_20110720,12,0.355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_215636_180.00#,20110720,SM6_20110720,3,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_221508_822.00#,20110720,SM6_20110720,16,0.25875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_223037_196.00#,20110720,SM6_20110720,18,0.266111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_223254_900.00#,20110720,SM6_20110720,4,0.5375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110720_224505_666.00#,20110720,SM6_20110720,1,0.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110720_224808_202.00#,20110720,SM6_20110720,2,0.515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110720_230819_399.00#,20110720,SM6_20110720,8,0.30375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110720_231154_827.00#,20110720,SM6_20110720,2,0.455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110720_232738_276.00#,20110720,SM6_20110720,3,0.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110720_234803_287.00#,20110720,SM6_20110720,1,0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_002550_472.00#,20110720,SM6_20110720,1,0.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_002556_500.00#,20110720,SM6_20110720,3,0.543333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_004341_546.00#,20110720,SM6_20110720,4,0.4325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110721_012103_679.00#,20110720,SM6_20110720,1,0.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110721_012439_771.00#,20110720,SM6_20110720,21,0.311428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110721_013237_005.00#,20110720,SM6_20110720,9,0.287777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110721_022009_630.00#,20110720,SM6_20110720,6,0.295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_032938_652.00#,20110720,SM6_20110720,10,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R2_ZC,SM6_0_20110721_034058_251.00#,20110720,SM6_20110720,1,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_040038_369.00#,20110720,SM6_20110720,8,0.47125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_041307_726.00#,20110720,SM6_20110720,11,0.358181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_044423_814.00#,20110720,SM6_20110720,1,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110721_045816_782.00#,20110720,SM6_20110720,4,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R2_ZC,SM6_0_20110721_050441_272.00#,20110720,SM6_20110720,8,0.3025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R2_ZC,SM6_0_20110721_050804_034.00#,20110720,SM6_20110720,3,0.203333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_210550_867.00#,20110721,SM1_20110721,1,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110721_210556_900.00#,20110721,SM1_20110721,20,0.3505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110721_211017_728.00#,20110721,SM1_20110721,2,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110721_211339_542.00#,20110721,SM1_20110721,20,0.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_212219_576.00#,20110721,SM1_20110721,14,0.268571429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_212815_288.00#,20110721,SM1_20110721,10,0.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_213221_760.00#,20110721,SM1_20110721,31,0.292580645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_214637_584.00#,20110721,SM1_20110721,3,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110721_214944_200.00#,20110721,SM1_20110721,3,0.313333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_221733_102.00#,20110721,SM1_20110721,24,0.27375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_222845_442.00#,20110721,SM1_20110721,3,0.313333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110721_224120_444.00#,20110721,SM1_20110721,1,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110721_232758_897.00#,20110721,SM1_20110721,24,0.270416667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110721_232946_775.00#,20110721,SM1_20110721,1,0.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110721_233509_393.00#,20110721,SM1_20110721,9,0.425555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110721_233920_824.00#,20110721,SM1_20110721,5,0.352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110721_234023_296.00#,20110721,SM1_20110721,4,0.4775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110721_234031_179.00#,20110721,SM1_20110721,2,0.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_001434_390.00#,20110721,SM1_20110721,8,0.2775,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_002749_012.00#,20110721,SM1_20110721,2,0.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_003719_980.00#,20110721,SM1_20110721,18,0.204444444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_020419_368.00#,20110721,SM1_20110721,1,0.51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_025233_491.00#,20110721,SM1_20110721,1,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_035211_500.00#,20110721,SM1_20110721,8,0.2175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_041354_066.00#,20110721,SM1_20110721,7,0.508571429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_042634_284.00#,20110721,SM1_20110721,20,0.294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_043454_096.00#,20110721,SM1_20110721,15,0.262666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_045614_496.00#,20110721,SM1_20110721,7,0.355714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_050159_424.00#,20110721,SM1_20110721,1,0.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_051120_100.00#,20110721,SM1_20110721,1,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_051709_514.00#,20110721,SM1_20110721,1,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_051807_474.00#,20110721,SM1_20110721,14,0.295714286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_052007_015.00#,20110721,SM1_20110721,2,0.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_052025_331.00#,20110721,SM1_20110721,9,0.293333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_052033_300.00#,20110721,SM1_20110721,9,0.346666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_052049_610.00#,20110721,SM1_20110721,6,0.395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_052110_498.00#,20110721,SM1_20110721,18,0.288333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_052348_112.00#,20110721,SM1_20110721,32,0.419375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_052402_000.00#,20110721,SM1_20110721,8,0.59375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_052430_910.00#,20110721,SM1_20110721,3,0.293333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_052538_336.00#,20110721,SM1_20110721,7,0.487142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_052703_465.00#,20110721,SM1_20110721,10,0.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R3_ZC,SM1_0_20110722_052711_000.00#,20110721,SM1_20110721,14,0.419285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R3_ZC,SM1_0_20110722_052726_938.00#,20110721,SM1_20110721,12,0.4575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_052741_465.00#,20110721,SM1_20110721,3,0.476666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R3_ZC,SM1_0_20110722_052752_985.00#,20110721,SM1_20110721,5,0.574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
