,path,folder,pass,date,detector_date,ncalls,qual,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE
879,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_025217_112.00#,20120618,SM3_20120618,10,0.191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
880,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_025337_525.00#,20120618,SM3_20120618,2,0.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
881,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_030708_884.00#,20120618,SM3_20120618,7,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
882,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_032127_557.00#,20120618,SM3_20120618,10,0.249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
883,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_033609_931.00#,20120618,SM3_20120618,14,0.265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
884,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_034156_364.00#,20120618,SM3_20120618,3,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
885,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_034211_522.00#,20120618,SM3_20120618,1,0.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
886,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_035958_570.00#,20120618,SM3_20120618,1,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
887,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_040149_062.00#,20120618,SM3_20120618,8,0.29375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
888,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_040224_968.00#,20120618,SM3_20120618,6,0.275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
889,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_040313_495.00#,20120618,SM3_20120618,11,0.268181818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
890,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_041404_718.00#,20120618,SM3_20120618,8,0.34875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
891,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_041601_324.00#,20120618,SM3_20120618,4,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
892,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_041814_407.00#,20120618,SM3_20120618,5,0.304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
893,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_043036_865.00#,20120618,SM3_20120618,2,0.225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
894,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_043250_641.00#,20120618,SM3_20120618,5,0.254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
895,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_043537_493.00#,20120618,SM3_20120618,3,0.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
896,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_044804_889.00#,20120618,SM3_20120618,5,0.278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
897,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_045136_069.00#,20120618,SM3_20120618,7,0.302857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
898,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_045431_464.00#,20120618,SM3_20120618,9,0.237777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
899,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_045717_845.00#,20120618,SM3_20120618,12,0.255833333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
900,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_045927_832.00#,20120618,SM3_20120618,14,0.260714286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
901,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_045948_393.00#,20120618,SM3_20120618,5,0.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_050214_701.00#,20120618,SM3_20120618,14,0.263571429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
903,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_050802_317.00#,20120618,SM3_20120618,9,0.287777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
904,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_051138_774.00#,20120618,SM3_20120618,2,0.235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
905,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_051231_912.00#,20120618,SM3_20120618,20,0.229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
906,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_051337_432.00#,20120618,SM3_20120618,13,0.335384615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
907,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_211341_854.00#,20120619,SM3_20120619,13,0.236153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
908,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_211540_416.00#,20120619,SM3_20120619,11,0.192727273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
909,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_211609_085.00#,20120619,SM3_20120619,9,0.187777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
910,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_211651_334.00#,20120619,SM3_20120619,25,0.1952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
911,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_211851_307.00#,20120619,SM3_20120619,22,0.235454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
912,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_212153_507.00#,20120619,SM3_20120619,5,0.354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
913,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_212235_534.00#,20120619,SM3_20120619,11,0.247272727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
914,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_212410_042.00#,20120619,SM3_20120619,33,0.234848485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
915,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_212430_808.00#,20120619,SM3_20120619,15,0.236666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
916,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_212637_957.00#,20120619,SM3_20120619,9,0.215555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
917,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_212926_234.00#,20120619,SM3_20120619,12,0.211666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_213014_987.00#,20120619,SM3_20120619,22,0.211818182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
919,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_213134_848.00#,20120619,SM3_20120619,17,0.239411765,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
920,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_213359_576.00#,20120619,SM3_20120619,10,0.272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
921,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_213520_868.00#,20120619,SM3_20120619,10,0.229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
922,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_213906_543.00#,20120619,SM3_20120619,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
923,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_214739_682.00#,20120619,SM3_20120619,10,0.229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
924,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_214748_369.00#,20120619,SM3_20120619,10,0.232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
925,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_214757_417.00#,20120619,SM3_20120619,11,0.249090909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
926,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_215036_342.00#,20120619,SM3_20120619,9,0.321111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
927,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_215647_956.00#,20120619,SM3_20120619,3,0.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
928,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_215821_257.00#,20120619,SM3_20120619,5,0.258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
929,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_221944_651.00#,20120619,SM3_20120619,3,0.296666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_222112_806.00#,20120619,SM3_20120619,3,0.22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
931,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_222618_460.00#,20120619,SM3_20120619,6,0.253333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
932,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_222821_084.00#,20120619,SM3_20120619,5,0.298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
933,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_225045_240.00#,20120619,SM3_20120619,3,0.286666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
934,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_230744_890.00#,20120619,SM3_20120619,15,0.243333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
935,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_232127_750.00#,20120619,SM3_20120619,16,0.1925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
936,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_232227_227.00#,20120619,SM3_20120619,6,0.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
937,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_232743_664.00#,20120619,SM3_20120619,5,0.388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
938,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_233122_222.00#,20120619,SM3_20120619,5,0.272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
939,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_234915_816.00#,20120619,SM3_20120619,2,0.295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
940,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120619_235415_678.00#,20120619,SM3_20120619,7,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
941,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_000002_452.00#,20120619,SM3_20120619,2,0.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
942,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_000840_443.00#,20120619,SM3_20120619,7,0.261428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
943,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_003133_030.00#,20120619,SM3_20120619,5,0.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
944,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_003454_784.00#,20120619,SM3_20120619,7,0.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
945,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_010628_478.00#,20120619,SM3_20120619,5,0.288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
946,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_011639_880.00#,20120619,SM3_20120619,3,0.386666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
947,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_012145_791.00#,20120619,SM3_20120619,4,0.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
948,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_012818_794.00#,20120619,SM3_20120619,1,0.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
949,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_013200_488.00#,20120619,SM3_20120619,12,0.280833333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
950,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_020000_636.00#,20120619,SM3_20120619,6,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
951,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_021306_004.00#,20120619,SM3_20120619,9,0.315555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
952,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_021653_511.00#,20120619,SM3_20120619,8,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
953,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_022916_734.00#,20120619,SM3_20120619,28,0.224285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
954,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_023953_236.00#,20120619,SM3_20120619,9,0.272222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
955,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_025414_666.00#,20120619,SM3_20120619,3,0.336666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
956,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_025749_385.00#,20120619,SM3_20120619,5,0.334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
957,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_031219_916.00#,20120619,SM3_20120619,4,0.325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
958,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_031642_717.00#,20120619,SM3_20120619,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_031849_892.00#,20120619,SM3_20120619,13,0.251538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
960,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_032604_512.00#,20120619,SM3_20120619,1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
961,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_033354_953.00#,20120619,SM3_20120619,13,0.181538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
962,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_033525_714.00#,20120619,SM3_20120619,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
963,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_033552_052.00#,20120619,SM3_20120619,7,0.317142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
964,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_040400_320.00#,20120619,SM3_20120619,10,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
965,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_041210_230.00#,20120619,SM3_20120619,1,0.34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
966,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_041614_001.00#,20120619,SM3_20120619,12,0.264166667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
967,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_042911_535.00#,20120619,SM3_20120619,4,0.3875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
968,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_044106_331.00#,20120619,SM3_20120619,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
969,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_044707_060.00#,20120619,SM3_20120619,11,0.251818182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
970,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_045922_501.00#,20120619,SM3_20120619,18,0.237777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
971,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_050306_096.00#,20120619,SM3_20120619,2,0.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
972,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_050518_952.00#,20120619,SM3_20120619,8,0.24875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
973,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_050905_044.00#,20120619,SM3_20120619,7,0.301428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
974,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_051011_900.00#,20120619,SM3_20120619,4,0.485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
975,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM3_0_20120620_054842_083.00#,20120619,SM3_20120619,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_211129_034.00#,20120616,SM4_20120616,2,0.435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
977,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_211429_700.00#,20120616,SM4_20120616,10,0.392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
978,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_211620_718.00#,20120616,SM4_20120616,11,0.265454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
979,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_211845_072.00#,20120616,SM4_20120616,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
980,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_211858_626.00#,20120616,SM4_20120616,2,0.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
981,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_212028_942.00#,20120616,SM4_20120616,4,0.4075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
982,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_212541_400.00#,20120616,SM4_20120616,1,0.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_212555_874.00#,20120616,SM4_20120616,4,0.3375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
984,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_212712_362.00#,20120616,SM4_20120616,14,0.454285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
985,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_212747_841.00#,20120616,SM4_20120616,41,0.42195122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
986,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_213754_726.00#,20120616,SM4_20120616,1,0.47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
987,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_214035_403.00#,20120616,SM4_20120616,2,0.255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
988,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_215017_504.00#,20120616,SM4_20120616,19,0.293684211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
989,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_220837_218.00#,20120616,SM4_20120616,4,0.3925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
990,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_221133_051.00#,20120616,SM4_20120616,1,0.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
991,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_221335_773.00#,20120616,SM4_20120616,4,0.385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
992,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_221347_716.00#,20120616,SM4_20120616,6,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
993,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_221637_205.00#,20120616,SM4_20120616,14,0.301428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
994,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_221705_223.00#,20120616,SM4_20120616,2,0.645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
995,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_223203_446.00#,20120616,SM4_20120616,21,0.301428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
996,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_223410_423.00#,20120616,SM4_20120616,7,0.342857143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
997,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_224050_761.00#,20120616,SM4_20120616,5,0.344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
998,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_225556_664.00#,20120616,SM4_20120616,6,0.323333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_225647_065.00#,20120616,SM4_20120616,12,0.325833333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1000,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_230531_405.00#,20120616,SM4_20120616,19,0.223684211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1001,n:\data_vineyards\data_vineyards_2012_zx\M1-R3_ZX\,M1-R3_ZX,SM4_0_20120616_231530_890.00#,20120616,SM4_20120616,1,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
