,path,folder,pass,date,detector_date,ncalls,qual,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE
763,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110720_224517_454.00#,20110720,SM4_20110720,2,0.875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
764,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110720_225639_966.00#,20110720,SM4_20110720,17,0.30411764699999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
765,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110720_230908_246.00#,20110720,SM4_20110720,33,0.31606060600000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
766,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110720_230934_801.00#,20110720,SM4_20110720,1,0.79000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
767,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110720_233632_815.00#,20110720,SM4_20110720,20,0.34999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
768,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_000754_213.00#,20110720,SM4_20110720,1,0.35999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
769,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_002737_792.00#,20110720,SM4_20110720,1,0.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
770,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_004650_403.00#,20110720,SM4_20110720,1,0.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
771,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_011429_753.00#,20110720,SM4_20110720,3,0.84999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_012356_678.00#,20110720,SM4_20110720,21,0.298571429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
773,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_013428_142.00#,20110720,SM4_20110720,17,0.34352941199999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
774,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_014820_274.00#,20110720,SM4_20110720,23,0.369565217,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
775,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_023027_809.00#,20110720,SM4_20110720,7,0.35142857100000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
776,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_024056_136.00#,20110720,SM4_20110720,15,0.381333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
777,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_024146_009.00#,20110720,SM4_20110720,1,0.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_041233_818.00#,20110720,SM4_20110720,2,0.42999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_042341_524.00#,20110720,SM4_20110720,7,0.40142857100000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
780,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_044759_448.00#,20110720,SM4_20110720,1,0.56999999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
781,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_045302_204.00#,20110720,SM4_20110720,1,0.51000000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
782,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_050418_270.00#,20110720,SM4_20110720,1,0.27000000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
783,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_050711_988.00#,20110720,SM4_20110720,1,0.42999999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
784,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM4_0_20110721_054243_253.00#,20110720,SM4_20110720,2,0.505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
785,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_205656_068.00#,20110717,SM5_20110717,18,0.39111111100000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
786,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_205800_255.00#,20110717,SM5_20110717,3,0.39333333300000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
787,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_205825_750.00#,20110717,SM5_20110717,20,0.30499999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
788,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_212356_950.00#,20110717,SM5_20110717,23,0.30826087000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
789,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_212915_084.00#,20110717,SM5_20110717,15,0.29333333299999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
790,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_214407_393.00#,20110717,SM5_20110717,10,0.33100000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
791,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_214430_954.00#,20110717,SM5_20110717,15,0.39533333300000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_214745_370.00#,20110717,SM5_20110717,11,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_215654_113.00#,20110717,SM5_20110717,1,0.23999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
794,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_215705_734.00#,20110717,SM5_20110717,1,0.14000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_221326_462.00#,20110717,SM5_20110717,17,0.35823529399999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_221441_809.00#,20110717,SM5_20110717,8,0.26374999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
797,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_222700_286.00#,20110717,SM5_20110717,2,0.28000000000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_222734_062.00#,20110717,SM5_20110717,4,0.30499999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
799,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110717_232132_236.00#,20110717,SM5_20110717,17,0.34000000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_002438_124.00#,20110717,SM5_20110717,1,0.32000000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
801,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_012010_392.00#,20110717,SM5_20110717,9,0.37888888900000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
802,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_014215_901.00#,20110717,SM5_20110717,4,0.36249999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
803,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_020546_234.00#,20110717,SM5_20110717,13,0.361538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
804,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_021031_424.00#,20110717,SM5_20110717,8,0.33250000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
805,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_024245_560.00#,20110717,SM5_20110717,2,0.44500000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
806,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_032150_450.00#,20110717,SM5_20110717,11,0.35090909100000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_035113_365.00#,20110717,SM5_20110717,14,0.37142857099999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
808,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_041452_134.00#,20110717,SM5_20110717,17,0.27000000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_043114_842.00#,20110717,SM5_20110717,19,0.28999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
810,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_043547_994.00#,20110717,SM5_20110717,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
811,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_043554_482.00#,20110717,SM5_20110717,1,0.28999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
812,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_043758_752.00#,20110717,SM5_20110717,26,0.29999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
813,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_044231_737.00#,20110717,SM5_20110717,11,0.38727272699999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
814,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_044804_578.00#,20110717,SM5_20110717,1,0.68000000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
815,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_045538_697.00#,20110717,SM5_20110717,52,0.28153846199999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
816,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_051011_400.00#,20110717,SM5_20110717,13,0.31615384600000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
817,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_052652_014.00#,20110717,SM5_20110717,14,0.32071428600000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
818,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_210109_142.00#,20110718,SM5_20110718,3,0.35666666699999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
819,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_210505_756.00#,20110718,SM5_20110718,1,0.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
820,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_211051_004.00#,20110718,SM5_20110718,37,0.24540540499999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
821,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_211209_564.00#,20110718,SM5_20110718,39,0.275384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
822,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_211600_611.00#,20110718,SM5_20110718,4,0.35999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
823,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_211811_200.00#,20110718,SM5_20110718,3,0.34999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
824,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_211818_200.00#,20110718,SM5_20110718,1,0.27000000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
825,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_211824_700.00#,20110718,SM5_20110718,1,0.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
826,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_211957_651.00#,20110718,SM5_20110718,19,0.293157895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_212351_840.00#,20110718,SM5_20110718,18,0.31333333299999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_212444_430.00#,20110718,SM5_20110718,4,0.20999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
829,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_212451_500.00#,20110718,SM5_20110718,6,0.491666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
830,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_213106_200.00#,20110718,SM5_20110718,6,0.26500000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
831,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_213752_986.00#,20110718,SM5_20110718,19,0.44210526300000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
832,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_214732_091.00#,20110718,SM5_20110718,46,0.29739130400000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_215701_807.00#,20110718,SM5_20110718,1,0.47999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
834,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_215707_900.00#,20110718,SM5_20110718,1,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
835,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_220844_100.00#,20110718,SM5_20110718,7,0.34571428599999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
836,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_221612_421.00#,20110718,SM5_20110718,7,0.302857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_224515_216.00#,20110718,SM5_20110718,1,0.57999999999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
838,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_230438_469.00#,20110718,SM5_20110718,20,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_230745_337.00#,20110718,SM5_20110718,32,0.27968749999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
840,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_231542_254.00#,20110718,SM5_20110718,20,0.28149999999999997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
841,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_232439_919.00#,20110718,SM5_20110718,27,0.29037036999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
842,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_233633_411.00#,20110718,SM5_20110718,6,0.33666666699999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
843,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_234256_947.00#,20110718,SM5_20110718,5,0.26200000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
844,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_234959_440.00#,20110718,SM5_20110718,1,0.27000000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110718_235013_500.00#,20110718,SM5_20110718,13,0.268461538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
846,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_003139_314.00#,20110718,SM5_20110718,1,0.46999999999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_003437_600.00#,20110718,SM5_20110718,25,0.26000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
848,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_004833_722.00#,20110718,SM5_20110718,21,0.512380952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
849,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_010409_781.00#,20110718,SM5_20110718,3,0.31666666700000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
850,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_011531_200.00#,20110718,SM5_20110718,5,0.41599999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
851,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_012114_572.00#,20110718,SM5_20110718,12,0.27583333300000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_012744_211.00#,20110718,SM5_20110718,2,0.28499999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
853,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_014212_840.00#,20110718,SM5_20110718,3,0.32000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_014932_970.00#,20110718,SM5_20110718,1,0.48999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
855,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_014940_700.00#,20110718,SM5_20110718,5,0.41599999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
856,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_015656_783.00#,20110718,SM5_20110718,25,0.436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
857,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_021314_147.00#,20110718,SM5_20110718,1,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
858,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_022231_511.00#,20110718,SM5_20110718,36,0.27472222200000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
859,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_030131_202.00#,20110718,SM5_20110718,1,0.48999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
860,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_030137_300.00#,20110718,SM5_20110718,49,0.27346938799999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
861,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_032617_512.00#,20110718,SM5_20110718,6,0.34000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
862,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_042728_803.00#,20110718,SM5_20110718,23,0.28043478300000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_043354_100.00#,20110718,SM5_20110718,2,0.41999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
864,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_043514_086.00#,20110718,SM5_20110718,24,0.23874999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
865,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_043731_219.00#,20110718,SM5_20110718,38,0.34078947399999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_044228_536.00#,20110718,SM5_20110718,2,0.67000000000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_044234_600.00#,20110718,SM5_20110718,4,0.34250000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_045624_824.00#,20110718,SM5_20110718,2,0.37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
869,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_051825_826.00#,20110718,SM5_20110718,18,0.26388888900000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
870,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_052124_165.00#,20110718,SM5_20110718,26,0.31230769200000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
871,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_052405_952.00#,20110718,SM5_20110718,28,0.236428571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
872,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R2_ZC\,M1-R2_ZC,SM5_0_20110719_210514_350.00#,20110719,SM5_20110719,13,0.34769230800000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
